City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,guangming,45.3333,122.7833,-1.1,69,1,5.46,CN,1707774104
363,brezina,33.0989,1.2608,14.92,67,0,5.35,DZ,1707774104
364,imbituba,-28.24,-48.6703,26.88,86,100,3.54,BR,1707774104
365,kalmunai,7.4167,81.8167,25.12,87,93,3.88,LK,1707774104
366,jijiga,9.35,42.8,20.63,51,99,4.96,ET,1707774104
367,fort saskatchewan,53.7168,-113.2187,2.78,50,20,5.81,CA,1707774104
368,la ronge,55.1001,-105.2842,0.14,55,75,1.03,CA,1707774104
369,tralee,52.2704,-9.7026,6.67,91,99,2.26,IE,1707774105
370,alliance,40.9153,-81.1059,5.78,67,85,2.56,US,1707774008
371,isangel,-19.55,169.2667,29.06,84,40,2.57,VU,1707774105
372,okhotsk,59.3833,143.3,-29.93,94,93,3.38,RU,1707774105
373,barra de santo antonio,-9.4047,-35.5072,26.6,89,76,0.95,BR,1707774105
374,fortaleza,-3.7227,-38.5247,29.48,89,0,4.63,BR,1707774105
375,canon city,38.441,-105.2424,11.04,33,0,4.63,US,1707773816
376,east london,-33.0153,27.9116,21.69,86,0,4.39,ZA,1707774106
377,murudeshwara,14.0943,74.4845,23.58,70,44,2.23,IN,1707774106
378,port royal,32.3791,-80.6926,15.59,98,100,3.6,US,1707773890
379,sola,-13.8833,167.55,29.37,74,40,0.0,VU,1707774106
380,burang,30.25,81.1667,-10.51,65,98,2.08,CN,1707774106
381,filipstad,59.7124,14.1683,-4.66,94,100,5.0,SE,1707774107
382,pathein,16.7833,94.7333,19.52,78,21,3.19,MM,1707774107
383,iquique,-20.2208,-70.1431,25.02,77,100,0.89,CL,1707774108
384,punto fijo,11.6956,-70.1996,27.5,68,34,13.42,VE,1707774108
385,kavieng,-2.5744,150.7967,27.96,79,83,3.32,PG,1707773888
386,trogir,43.5125,16.2517,11.03,76,100,0.51,HR,1707774109
387,amalapuram,16.5833,82.0167,19.42,88,87,1.6,IN,1707774109
388,paracuru,-3.41,-39.0306,28.95,82,46,4.59,BR,1707774109
389,alofi,-19.0595,-169.9187,28.94,84,75,5.14,NU,1707774109
390,formosa do rio preto,-11.0483,-45.1931,22.68,85,100,1.49,BR,1707774109
391,hinton,53.4001,-117.5857,3.1,62,2,2.4,CA,1707774110
392,choibalsan,48.0667,114.5,-11.75,76,49,5.0,MN,1707774110
393,nadym,65.5333,72.5167,-37.57,100,18,2.65,RU,1707773922
394,parabel',58.6978,81.4825,-21.03,97,94,3.47,RU,1707774110
395,kirakira,-10.4544,161.9205,28.45,74,59,4.59,SB,1707774110
396,oyo,7.85,3.9333,30.88,29,4,0.95,NG,1707774110
397,xining,36.6167,101.7667,-2.23,29,31,1.78,CN,1707774110
398,victorica,-36.2151,-65.4359,25.12,25,1,6.64,AR,1707774111
399,juan griego,11.0817,-63.9655,26.66,73,28,8.12,VE,1707774111
400,rockland,41.1668,-74.0496,8.47,67,100,0.89,US,1707774111
401,susuman,62.7833,148.1667,-44.13,100,79,0.24,RU,1707774111
402,howard springs,-12.497,131.047,24.95,96,100,4.12,AU,1707774111
403,urengoy,65.9667,78.3667,-34.67,89,9,3.36,RU,1707774111
404,dolgorukovo,52.3195,38.3453,2.26,100,100,2.89,RU,1707774111
405,forster,-32.1667,152.5167,26.32,76,33,6.05,AU,1707774111
406,'ain el turk,35.7438,-0.7693,18.5,82,40,5.66,DZ,1707774112
407,kerikeri,-35.2268,173.9474,23.28,73,97,0.51,NZ,1707774112
408,kismayo,-0.3582,42.5454,26.6,83,69,6.54,SO,1707774112
409,hobyo,5.3505,48.5268,26.06,81,50,6.28,SO,1707774112
410,neftekumsk,44.6667,44.9167,7.77,76,100,1.99,RU,1707774112
411,dudinka,69.4058,86.1778,-37.4,99,16,1.79,RU,1707774112
412,krasnoufimsk,56.6059,57.7669,-12.5,85,100,2.6,RU,1707774112
413,tosya,41.0155,34.0401,8.72,64,100,2.32,TR,1707774113
414,kavaratti,10.5669,72.642,27.56,69,82,3.02,IN,1707774113
415,pangoa,-12.1167,-73.0,21.75,100,100,0.89,PE,1707774113
416,zag,46.9441,99.165,-25.72,82,38,2.28,MN,1707774113
417,talnakh,69.4865,88.3972,-34.12,86,13,1.71,RU,1707774113
418,el calafate,-50.3408,-72.2768,13.07,50,100,2.82,AR,1707774113
419,popondetta,-8.7537,148.2534,26.59,86,19,0.58,PG,1707774113
420,idaho falls,43.4666,-112.0341,3.05,62,100,4.63,US,1707773818
421,anatuya,-28.4606,-62.8347,25.21,88,100,9.96,AR,1707774114
422,verkhnevilyuysk,63.4453,120.3167,-26.56,97,100,2.46,RU,1707774114
423,dickinson,29.4608,-95.0513,16.68,51,20,8.23,US,1707774114
424,selfoss,63.9331,-20.9971,-4.59,86,100,4.95,IS,1707774114
425,huilong,31.8111,121.655,7.21,88,2,5.44,CN,1707774114
426,kyzyl,51.7,94.45,-16.66,81,100,3.58,RU,1707774114
427,port sudan,19.6175,37.2164,21.72,66,0,1.12,SD,1707774115
428,mossel bay,-34.1831,22.146,22.96,79,1,5.72,ZA,1707774115
429,mashhad,36.297,59.6062,7.08,61,0,2.06,IR,1707774115
430,yarmouth,41.7057,-70.2286,6.19,76,0,2.24,US,1707774075
431,yoloten,37.2989,62.3597,11.34,42,44,3.47,TM,1707774115
432,sunne,59.8376,13.143,-3.77,96,100,3.05,SE,1707774115
433,iron river,46.0927,-88.6423,-0.25,78,100,4.04,US,1707774115
434,mwene-ditu,-7.0,23.45,20.12,86,37,1.59,CD,1707774115
435,tazacorte,28.629,-17.9293,20.54,94,100,4.63,ES,1707774116
436,vernon,50.2581,-119.2691,6.8,87,41,0.45,CA,1707773895
437,glace bay,46.1969,-59.957,1.25,76,40,5.66,CA,1707774116
438,al wajh,26.2455,36.4525,19.97,37,0,1.54,SA,1707774116
439,cidreira,-30.1811,-50.2056,25.42,83,85,3.87,BR,1707774116
440,caarapo,-22.6342,-54.8222,28.43,57,100,2.16,BR,1707774116
441,guadalupe y calvo,26.1,-106.9667,14.64,10,8,4.37,MX,1707774116
442,okahandja,-21.9833,16.9167,23.06,64,100,0.62,NA,1707774116
443,san patricio,28.017,-97.5169,18.97,35,0,6.56,US,1707774117
444,jogeva,58.7467,26.3939,-5.62,93,100,5.74,EE,1707774117
445,ebon,4.582,168.6964,28.32,79,93,8.84,MH,1707774117
446,sena madureira,-9.0656,-68.6569,24.45,98,100,0.41,BR,1707774117
447,tuy hoa,13.0833,109.3,20.56,91,93,2.58,VN,1707774117
448,nguigmi,14.2495,13.1092,24.25,10,0,4.17,NE,1707774117
449,sarmiento,-45.5882,-69.07,18.38,21,29,3.61,AR,1707774117
450,olinda,-8.0089,-34.8553,26.85,94,75,5.14,BR,1707774118
451,saint-philippe,-21.3585,55.7679,25.77,88,41,4.59,RE,1707774118
452,oros,-6.2444,-38.9136,29.85,37,78,1.03,BR,1707774118
453,tortoli,39.9256,9.6572,12.9,62,75,6.69,IT,1707774118
454,kencong,-8.2833,113.3667,24.14,91,75,1.01,ID,1707774118
455,ishqoshim,36.7248,71.6133,-10.03,68,85,1.11,TJ,1707774118
456,camana,-16.6228,-72.7111,26.24,70,80,3.0,PE,1707774073
457,longboat key,27.4125,-82.659,26.25,76,100,9.77,US,1707774118
458,rabaul,-4.1967,152.1721,27.9,76,95,5.75,PG,1707774119
459,ravar,31.2656,56.8055,9.07,40,0,0.98,IR,1707774119
460,bambui,-20.0064,-45.9769,24.26,62,1,1.56,BR,1707774119
461,barra dos coqueiros,-10.9089,-37.0386,28.01,83,75,2.57,BR,1707773924
462,vilyuchinsk,52.9306,158.4028,-17.26,84,6,3.46,RU,1707773873
463,yambio,4.5721,28.3955,28.32,47,85,1.53,SS,1707774119
464,toliara,-23.35,43.6667,26.89,83,98,3.04,MG,1707774119
465,leninsk,48.7119,45.1994,1.96,100,100,2.76,RU,1707774119
466,lewistown,40.5992,-77.5714,9.64,77,0,0.0,US,1707774120
467,sao mateus do sul,-25.8742,-50.3828,24.84,64,91,1.1,BR,1707774120
468,waat,51.1454,6.4958,6.62,88,4,1.54,DE,1707774120
469,myski,53.709,87.8014,-15.05,95,100,2.97,RU,1707774120
470,piracicaba,-22.7253,-47.6492,26.35,60,86,3.11,BR,1707774120
471,lockwood,45.8191,-108.4149,8.94,47,100,9.77,US,1707774120
472,chibuto,-24.6867,33.5306,19.06,80,0,1.06,MZ,1707774120
473,bastia,42.6667,9.3333,12.39,69,0,6.71,FR,1707774120
474,urangan,-25.3,152.9,26.22,89,90,2.68,AU,1707774121
475,adi keyh,14.8444,39.3772,14.52,39,24,0.61,ER,1707774121
476,flying fish cove,-10.4217,105.6791,24.82,94,14,2.06,CX,1707774121
477,jobat,22.4167,74.5667,18.8,37,100,1.51,IN,1707774121
478,tazovsky,67.4667,78.7,-38.83,100,29,1.4,RU,1707774121
479,eirunepe,-6.6603,-69.8736,26.47,83,99,0.87,BR,1707773920
480,yaren,-0.5472,166.916,28.46,77,85,4.67,NR,1707774121
481,calingasta,-31.3308,-69.4078,24.97,31,18,4.34,AR,1707774122
482,colonia,50.9333,6.95,6.65,84,0,1.54,DE,1707774059
483,kolonia town,6.964,158.206,28.0,74,100,4.63,FM,1707774122
484,tabou,4.423,-7.3528,27.66,85,91,3.59,CI,1707774122
485,dapa,9.7594,126.0531,26.84,75,46,7.43,PH,1707774122
486,las lomitas,-24.7096,-60.593,36.6,35,87,3.09,AR,1707774123
487,zaozersk,69.4005,32.4476,-22.21,100,51,1.71,RU,1707774123
488,north platte,41.1239,-100.7654,11.94,32,0,7.72,US,1707774123
489,ust'-ilimsk,58.0006,102.6619,-15.43,92,100,4.02,RU,1707774123
490,lautoka,-17.6167,177.4667,29.92,84,40,4.12,FJ,1707774123
491,cabo san lucas,22.8909,-109.9124,24.78,47,0,3.09,MX,1707774083
492,powell,40.1578,-83.0752,9.39,56,0,4.12,US,1707774123
493,extrema,-22.8547,-46.3183,20.36,89,60,0.26,BR,1707774124
494,bukittinggi,-0.3091,100.3706,19.81,92,47,1.93,ID,1707774124
495,ola,59.5833,151.2833,-27.63,87,99,2.49,RU,1707774124
496,ondjiva,-17.0667,15.7333,25.02,83,0,2.06,AO,1707774124
497,lerwick,60.1545,-1.1494,7.0,78,37,7.74,GB,1707774124
498,nadi,-17.8,177.4167,30.0,84,40,4.12,FJ,1707774124
499,itoman,26.1247,127.6694,20.43,50,75,2.57,JP,1707774124
500,kalengwa,-13.4659,25.0027,20.03,74,69,2.0,ZM,1707774125
501,ambon,-3.6954,128.1814,26.08,89,40,1.03,ID,1707774125
502,emerald,-23.5333,148.1667,24.08,78,31,5.57,AU,1707774125
503,natal,-5.795,-35.2094,29.36,79,40,5.14,BR,1707773910
504,guiberoua,6.2392,-6.1727,26.55,80,86,1.95,CI,1707774125
505,agbor,6.2518,6.1934,28.28,75,0,3.7,NG,1707774126
506,takoradi,4.8845,-1.7554,28.18,85,43,3.04,GH,1707774127
507,gaspe,48.8334,-64.4819,-0.88,69,20,1.03,CA,1707774049
508,vadso,70.0744,29.7487,-6.91,86,75,6.69,NO,1707774127
509,chapaev,50.2,51.1667,-0.77,98,100,4.15,KZ,1707774127
510,tsetserleg,47.475,101.4542,-19.54,89,9,2.16,MN,1707774127
511,leh,34.1667,77.5833,-12.55,60,100,1.0,IN,1707774128
512,sovetskaya gavan',48.9723,140.2878,-7.72,95,100,1.81,RU,1707774128
513,vilyuysk,63.7553,121.6247,-26.68,97,100,2.53,RU,1707774128
514,argostolion,38.1811,20.489,14.3,53,75,2.69,GR,1707774128
515,goderich,43.7501,-81.7165,2.17,64,3,3.6,CA,1707774042
516,aripuana,-9.1667,-60.6333,24.85,96,65,0.93,BR,1707774129
517,alcains,39.9164,-7.4566,13.21,90,97,1.43,PT,1707774129
518,labasa,-16.4167,179.3833,28.5,83,60,6.31,FJ,1707774129
519,sfizef,35.2346,-0.2444,15.72,89,43,5.38,DZ,1707774129
520,new norfolk,-42.7826,147.0587,17.18,43,21,1.34,AU,1707774130
521,souillac,-20.5167,57.5167,27.42,94,40,6.17,MU,1707774130
522,illizi,26.4833,8.4667,17.89,33,0,1.79,DZ,1707774130
523,codrington,-38.2667,141.9667,19.5,59,73,3.55,AU,1707774130
524,borogontsy,62.6683,131.1683,-26.71,99,100,1.93,RU,1707774130
525,ilebo,-4.3167,20.5833,24.52,81,87,0.88,CD,1707774130
526,mahibadhoo,3.7833,72.9667,27.2,78,99,5.31,MV,1707774131
527,tafresh,34.692,50.013,4.85,43,9,0.73,IR,1707774131
528,barra do corda,-5.5,-45.25,26.03,83,83,1.24,BR,1707774131
529,nuku'alofa,-21.1333,-175.2,26.19,100,100,4.63,TO,1707774131
530,port alberni,49.2413,-124.8028,9.96,87,58,2.24,CA,1707773870
531,clarence-rockland,45.5501,-75.291,3.05,54,98,1.68,CA,1707773888
532,taksimo,56.3444,114.8794,-20.54,91,99,1.3,RU,1707774132
533,samarinda,-0.5,117.15,22.9,98,99,0.6,ID,1707774132
534,akhmim,26.5622,31.745,15.11,28,91,0.78,EG,1707774132
535,vilcun,-38.65,-72.2333,25.41,19,0,4.73,CL,1707774132
536,tocopilla,-22.092,-70.1979,21.07,84,100,4.18,CL,1707774133
537,mount airy,36.4993,-80.6073,13.29,84,100,1.54,US,1707774133
538,thunder bay,48.4001,-89.3168,-3.01,59,75,4.63,CA,1707774133
539,cherepanovo,54.2222,83.381,-19.0,94,100,5.59,RU,1707774133
540,villa ojo de agua,-29.5,-63.6938,20.25,95,100,12.79,AR,1707774133
541,fuyuan,46.4333,127.0833,-0.49,86,43,7.54,CN,1707774133
542,venado tuerto,-33.7456,-61.9688,22.94,69,78,7.21,AR,1707774134
543,lichinga,-13.3128,35.2406,16.36,93,99,0.91,MZ,1707774134
544,mumford,5.2618,-0.759,27.51,89,4,3.5,GH,1707774134
545,lombardia,19.15,-102.0333,28.47,20,61,2.04,MX,1707774134
546,chopda,21.25,75.3,21.4,32,100,3.53,IN,1707774134
547,pitimbu,-7.4706,-34.8086,28.33,78,24,5.79,BR,1707774134
548,kruisfontein,-34.0033,24.7314,19.94,59,0,3.33,ZA,1707774135
549,bubaque,11.2833,-15.8333,26.66,70,0,6.49,GW,1707774135
550,berdigestyakh,62.0989,126.6992,-27.63,96,100,2.94,RU,1707774136
551,yakutsk,62.0339,129.7331,-33.91,74,0,2.0,RU,1707774126
552,salahonda,2.1019,-78.7217,27.32,85,79,4.99,CO,1707774136
553,oranjemund,-28.55,16.4333,18.04,98,21,2.65,NA,1707774136
554,nili,33.7218,66.1302,0.87,51,9,1.78,AF,1707774136
555,itupiranga,-5.1347,-49.3267,33.18,84,53,2.36,BR,1707774137
556,sao francisco de paula,-29.4481,-50.5836,22.05,95,95,1.01,BR,1707774137
557,kerewan,13.4898,-16.0888,27.21,35,7,4.39,GM,1707774137
558,bandundu,-3.3167,17.3667,26.08,75,50,0.84,CD,1707774138
559,santo domingo de los colorados,-0.25,-79.15,23.44,94,88,1.23,EC,1707774138
560,el granada,37.5027,-122.4694,18.11,65,0,4.12,US,1707774138
561,fort mcmurray,56.7268,-111.381,2.77,51,0,5.66,CA,1707774138
562,bodo,67.28,14.405,-2.98,54,100,13.89,NO,1707774139
563,lindi,-10.0,39.7167,24.42,94,100,1.5,TZ,1707774139
564,dzhangala,49.2167,50.3333,0.84,99,100,3.4,KZ,1707774140
565,egilsstadir,65.2653,-14.3948,-0.05,100,75,7.2,IS,1707774140
566,bethlehem,-1.4558,-48.5044,26.02,83,75,5.14,BR,1707774093
567,usinsk,65.9939,57.5281,-29.4,98,7,1.79,RU,1707774140
568,lincoln,40.8,-96.667,12.17,42,0,5.14,US,1707773914
569,khandud,36.9513,72.318,-9.93,73,90,0.39,AF,1707774141
570,kotabumi,-4.8333,104.9,23.37,94,72,2.29,ID,1707774141
571,ringkobing,56.0901,8.244,3.34,91,37,5.4,DK,1707774142
572,alesund,62.4723,6.1549,4.63,82,75,2.57,NO,1707774142
573,swift current,50.2834,-107.8014,-0.55,93,100,5.66,CA,1707773915
574,campo gallo,-26.5833,-62.85,33.27,48,91,1.78,AR,1707774143
